Year,Month,Provider Parent Org Code,Provider Parent Name,Treatment Function Name,Total waiting > 52 weeks,Total waiting > 18 weeks
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Ophthalmology,5195,10537
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Oral Surgery,494,1174
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Other,2875,8940
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Plastic Surgery,1126,2701
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Rheumatology,87,1185
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Thoracic Medicine,7,297
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Total,21504,68045
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Trauma & Orthopaedics,4354,14183
2021,Feb,QU9,"BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST STP",Urology,825,4341
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Cardiology,213,1533
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Cardiothoracic Surgery,7,74
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Dermatology,353,2617
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,"Ear, Nose & Throat (ENT)",620,3964
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Gastroenterology,93,1985
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,General Medicine,0,10
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,General Surgery,1044,6380
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Geriatric Medicine,0,68
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Gynaecology,318,3458
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Neurology,15,426
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Ophthalmology,1486,6604
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Oral Surgery,1194,4503
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Other,702,5934
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Plastic Surgery,82,719
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Rheumatology,3,927
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Thoracic Medicine,4,566
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Total,8523,52760
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Trauma & Orthopaedics,1502,7873
2021,Feb,QUA,THE BLACK COUNTRY AND WEST BIRMINGHAM STP,Urology,887,5119
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Cardiology,37,2039
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Cardiothoracic Surgery,6,261
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Dermatology,263,1371
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,"Ear, Nose & Throat (ENT)",1637,3689
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Gastroenterology,690,2421
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,General Medicine,4,35
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,General Surgery,618,2684
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Geriatric Medicine,8,135
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Gynaecology,183,1577
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Neurology,6,232
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Neurosurgery,137,713
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Ophthalmology,3574,7142
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Oral Surgery,1050,2103
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Other,2211,7972
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Plastic Surgery,221,1014
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Rheumatology,23,401
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Thoracic Medicine,7,467
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Total,14059,44904
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Trauma & Orthopaedics,2240,7399
2021,Feb,QUE,CAMBRIDGESHIRE AND PETERBOROUGH STP,Urology,1144,3249
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Cardiology,735,2550
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Cardiothoracic Surgery,92,430
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Dermatology,26,589
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP","Ear, Nose & Throat (ENT)",749,1793
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Gastroenterology,327,1466
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",General Medicine,2,13
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",General Surgery,328,1255
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Geriatric Medicine,4,47
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Gynaecology,794,2862
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Neurology,109,501
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Neurosurgery,383,861
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Ophthalmology,1115,4436
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Oral Surgery,1639,4113
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Other,3746,11939
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Plastic Surgery,127,1149
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Rheumatology,1,128
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Thoracic Medicine,36,427
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Total,14944,46646
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Trauma & Orthopaedics,4242,9818
2021,Feb,QUY,"BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE STP",Urology,489,2269
2021,Feb,QVV,DORSET STP,Cardiology,21,597
2021,Feb,QVV,DORSET STP,Cardiothoracic Surgery,0,10
2021,Feb,QVV,DORSET STP,Dermatology,132,1283
2021,Feb,QVV,DORSET STP,"Ear, Nose & Throat (ENT)",2307,5085
2021,Feb,QVV,DORSET STP,Gastroenterology,125,607
2021,Feb,QVV,DORSET STP,General Medicine,104,880
2021,Feb,QVV,DORSET STP,General Surgery,1289,5022
2021,Feb,QVV,DORSET STP,Geriatric Medicine,1,30
2021,Feb,QVV,DORSET STP,Gynaecology,1029,3236
2021,Feb,QVV,DORSET STP,Neurology,8,336
2021,Feb,QVV,DORSET STP,Ophthalmology,777,3827
2021,Feb,QVV,DORSET STP,Oral Surgery,2463,4132
2021,Feb,QVV,DORSET STP,Other,1591,3318
2021,Feb,QVV,DORSET STP,Rheumatology,8,351
2021,Feb,QVV,DORSET STP,Thoracic Medicine,36,211
2021,Feb,QVV,DORSET STP,Total,13931,39565
2021,Feb,QVV,DORSET STP,Trauma & Orthopaedics,3675,8765
2021,Feb,QVV,DORSET STP,Urology,365,1875
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Cardiology,619,2978
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,0,1
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Dermatology,158,2466
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",999,4092
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,221,2970
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),General Medicine,3,72
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),General Surgery,510,3024
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,0,15
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Gynaecology,397,3400
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Neurology,29,498
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,171,980
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,332,2869
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,80,557
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Other,1943,10665
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,291,925
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Rheumatology,28,798
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,32,598
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Total,6844,45428
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,733,6353
2021,Feb,QWE,SOUTH WEST LONDON HEALTH & CARE PARTNERSHIP (STP),Urology,298,2167
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Cardiology,135,1445
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,5,112
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Dermatology,181,1475
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",2905,7510
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,498,3567
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),General Medicine,8,49
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),General Surgery,2964,8621
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,8,45
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Gynaecology,1700,5965
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Neurology,201,1576
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,60,201
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,1192,4991
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,1363,3204
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Other,3999,17846
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,1641,4088
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Rheumatology,34,712
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,162,863
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Total,24869,82611
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,5868,14075
2021,Feb,QWO,WEST YORKSHIRE AND HARROGATE HEALTH & CARE PARTNERSHIP (STP),Urology,1945,6266
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Cardiology,24,769
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Cardiothoracic Surgery,18,158
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Dermatology,437,4023
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,"Ear, Nose & Throat (ENT)",854,4171
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Gastroenterology,36,470
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,General Medicine,6,173
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,General Surgery,2198,5494
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Geriatric Medicine,0,10
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Gynaecology,995,3936
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Neurology,18,499
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Neurosurgery,441,1562
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Ophthalmology,1178,4320
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Oral Surgery,657,1714
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Other,842,3672
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Plastic Surgery,390,860
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Rheumatology,43,180
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Thoracic Medicine,25,329
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Total,11444,44988
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Trauma & Orthopaedics,2060,8839
2021,Feb,QWU,COVENTRY AND WARWICKSHIRE STP,Urology,1222,3809
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Cardiology,52,745
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Cardiothoracic Surgery,0,1
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Dermatology,7,305
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),"Ear, Nose & Throat (ENT)",463,3378
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Gastroenterology,189,1519
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),General Medicine,9,296
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),General Surgery,647,4496
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Geriatric Medicine,0,17
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Gynaecology,200,1811
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Neurology,26,420
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Neurosurgery,2,6
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Ophthalmology,562,4564
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Oral Surgery,430,2878
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Other,310,2351
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Plastic Surgery,12,91
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Rheumatology,19,201
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Thoracic Medicine,4,578
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Total,3917,30201
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Trauma & Orthopaedics,669,4960
2021,Feb,QXU,SURREY HEARTLANDS HEALTH & CARE PARTNERSHIP (STP),Urology,316,1584
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Cardiology,144,1873
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Cardiothoracic Surgery,131,682
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Dermatology,175,2595
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,"Ear, Nose & Throat (ENT)",2807,10030
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Gastroenterology,329,4614
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,General Medicine,12,228
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,General Surgery,4017,15911
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Geriatric Medicine,3,107
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Gynaecology,1551,10253
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Neurology,6,1113
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Neurosurgery,315,1517
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Ophthalmology,3066,13475
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Oral Surgery,1802,3646
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Other,2173,15493
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Plastic Surgery,1266,4923
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Rheumatology,19,768
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Thoracic Medicine,117,1551
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Total,27218,117139
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Trauma & Orthopaedics,7589,21895
2021,Feb,QYG,CHESHIRE AND MERSEYSIDE STP,Urology,1696,6465
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Cardiology,246,1689
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Cardiothoracic Surgery,84,397
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Dermatology,143,1154
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,"Ear, Nose & Throat (ENT)",2443,5827
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Gastroenterology,384,2996
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,General Medicine,589,1853
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,General Surgery,4038,11101
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Geriatric Medicine,9,57
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Gynaecology,857,4140
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Neurology,888,3571
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Neurosurgery,639,2035
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Ophthalmology,1956,7027
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Oral Surgery,3618,7230
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Other,850,3465
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Plastic Surgery,1062,1949
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Rheumatology,8,508
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Thoracic Medicine,22,352
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Total,24593,74754
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Trauma & Orthopaedics,5327,14745
2021,Mar,QE1,LANCASHIRE AND SOUTH CUMBRIA ICS,Urology,1430,4658
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Cardiology,119,1374
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Cardiothoracic Surgery,2,89
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Dermatology,32,625
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,"Ear, Nose & Throat (ENT)",545,4451
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Gastroenterology,3,1221
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,General Medicine,7,475
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,General Surgery,1017,4646
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Geriatric Medicine,0,46
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Gynaecology,519,2498
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Neurology,0,311
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Neurosurgery,277,1106
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Ophthalmology,499,4733
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Oral Surgery,628,2519
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Other,2157,9865
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Plastic Surgery,194,993
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Rheumatology,8,314
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Thoracic Medicine,9,440
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Total,11365,53041
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Trauma & Orthopaedics,4735,14784
2021,Mar,QF7,SOUTH YORKSHIRE AND BASSETLAW STP,Urology,614,2551
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Cardiology,130,1187
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Dermatology,358,1194
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,"Ear, Nose & Throat (ENT)",1131,3362
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Gastroenterology,353,1820
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,General Medicine,47,122
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,General Surgery,1534,4980
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Geriatric Medicine,5,30
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Gynaecology,947,3509
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Neurology,14,381
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Ophthalmology,761,4747
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Oral Surgery,1225,2513
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Other,1888,5183
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Plastic Surgery,46,109
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Rheumatology,98,491
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Thoracic Medicine,353,965
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Total,14706,44247
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Trauma & Orthopaedics,3785,8094
2021,Mar,QGH,HEREFORDSHIRE AND WORCESTERSHIRE STP,Urology,2031,5560
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Cardiology,151,1968
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Cardiothoracic Surgery,41,209
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Dermatology,35,1064
2021,Mar,QH8,MID AND SOUTH ESSEX STP,"Ear, Nose & Throat (ENT)",1599,4732
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Gastroenterology,103,1944
2021,Mar,QH8,MID AND SOUTH ESSEX STP,General Medicine,40,326
2021,Mar,QH8,MID AND SOUTH ESSEX STP,General Surgery,1804,5169
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Geriatric Medicine,13,69
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Gynaecology,652,3274
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Neurology,26,537
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Neurosurgery,4,17
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Ophthalmology,987,4196
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Oral Surgery,668,1965
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Other,1256,6213
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Plastic Surgery,1327,2619
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Rheumatology,56,651
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Thoracic Medicine,142,1001
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Total,15516,52355
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Trauma & Orthopaedics,5232,12578
2021,Mar,QH8,MID AND SOUTH ESSEX STP,Urology,1380,3823
2021,Mar,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Cardiology,51,874
2021,Mar,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Dermatology,20,318
2021,Mar,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP","Ear, Nose & Throat (ENT)",645,3660
2021,Mar,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",Gastroenterology,112,1418
2021,Mar,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",General Medicine,125,560
2021,Mar,QHG,"BEDFORDSHIRE, LUTON AND MILTON KEYNES STP",General Surgery,427,2371
